query_id,query_num,found_query,gt_rows,pred_rows,F1-Cell,Cardinality,Tuple Constr.,AVG-Score,tokens,time_s,dataset,model_folder,model,method,method_label,run_id,run_num,category,query_label,pred_dir
query31,31,1,1,1,0.6666666666666666,1.0,0.0,0.5555555555555555,240.0,1.4075027909129858,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query32,32,1,4,2,1.0,0.5,0.0,0.5,226.0,0.7906504580751061,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query33,33,1,4,2,1.0,0.5,0.0,0.5,227.0,1.3909844169393182,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query34,34,1,1,1,0.8,1.0,0.0,0.6,198.0,0.7205418751109391,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query35,35,1,1,1,0.8,1.0,0.0,0.6,195.0,1.0190880408044904,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query36,36,1,1,1,1.0,1.0,0.0,0.6666666666666666,196.0,0.6742872919421643,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query37,37,1,1,1,1.0,1.0,0.0,0.6666666666666666,199.0,8.268995458027348,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query38,38,1,1,1,1.0,1.0,0.0,0.6666666666666666,200.0,0.8208556252066046,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query39,39,1,1,1,1.0,1.0,0.0,0.6666666666666666,196.0,0.6590104999486357,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query40,40,1,1,1,0.6666666666666666,1.0,0.0,0.5555555555555555,244.0,1.4152355000842363,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query41,41,1,3,6,0.6,0.5,0.0,0.3666666666666667,255.0,1.6791072501800954,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query42,42,1,5,5,0.7058823529411765,1.0,0.2,0.6352941176470589,236.0,1.1465980829671025,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query43,43,1,5,5,0.6666666666666667,1.0,0.0,0.5555555555555556,237.0,1.1576989588793367,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query44,44,1,11,11,0.8571428571428571,1.0,0.09090909090909091,0.6493506493506493,345.0,2.3897596660535783,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query45,45,1,10,11,0.8914285714285715,0.9090909090909091,0.7,0.8335064935064936,345.0,2.5117267081514,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query46,46,1,11,11,0.8571428571428571,1.0,0.2727272727272727,0.70995670995671,345.0,1.692808749852702,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query47,47,1,11,11,0.8571428571428571,1.0,0.09090909090909091,0.6493506493506493,345.0,1.830631708027795,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query48,48,1,11,11,0.8148148148148148,1.0,0.0,0.6049382716049383,345.0,1.8667971671093255,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query49,49,1,11,11,0.8571428571428571,1.0,0.09090909090909091,0.6493506493506493,345.0,1.7370504999998957,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query50,50,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,345.0,1.811299999943003,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_6,6,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_6/nobel_prizes
query1,1,1,1,1,1.0,1.0,1.0,1.0,156.0,1.3522237080615014,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query2,2,1,1,1,1.0,1.0,1.0,1.0,158.0,0.9050345420837402,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query3,3,1,2,2,1.0,1.0,1.0,1.0,178.0,0.7103826249949634,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query4,4,1,1,1,1.0,1.0,1.0,1.0,160.0,0.9498675828799605,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query5,5,1,1,1,1.0,1.0,1.0,1.0,158.0,0.8326162500306964,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query6,6,1,1,1,1.0,1.0,1.0,1.0,157.0,1.1935235001146793,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query7,7,1,1,1,1.0,1.0,1.0,1.0,159.0,0.93174295919016,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query8,8,1,1,1,1.0,1.0,1.0,1.0,161.0,0.905614374903962,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query9,9,1,1,1,1.0,1.0,1.0,1.0,157.0,0.7206264999695122,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query10,10,1,2,2,1.0,1.0,1.0,1.0,179.0,0.7042225420009345,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query11,11,1,11,13,0.9787234042553191,0.8461538461538461,0.6363636363636364,0.8204136289242672,576.0,4.873114834073931,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query12,12,1,12,13,0.9795918367346939,0.9230769230769231,0.6666666666666666,0.8564451421594278,572.0,4.389043584000319,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query13,13,1,13,13,0.9803921568627451,1.0,0.6153846153846154,0.8652589240824535,579.0,4.078933583106846,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query14,14,1,11,11,1.0,1.0,0.36363636363636365,0.787878787878788,514.0,2.6753082079812884,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query15,15,1,12,12,0.9767441860465117,1.0,0.4166666666666667,0.7978036175710593,531.0,6.080503458855674,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query16,16,1,8,8,1.0,1.0,0.75,0.9166666666666666,416.0,2.7033681669272482,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query17,17,1,10,5,1.0,0.5,0.8888888888888888,0.7962962962962963,314.0,1.9946818340104073,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query18,18,1,5,5,1.0,1.0,0.8,0.9333333333333332,321.0,6.139486083993688,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query19,19,1,3,4,1.0,0.75,0.6666666666666666,0.8055555555555555,283.0,1.1912437500432134,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query20,20,1,6,7,1.0,0.8571428571428571,1.0,0.9523809523809524,383.0,2.2873207500670105,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q2,q2,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query21,21,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.7795405839569867,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query22,22,1,1,1,0.0,1.0,0.0,0.3333333333333333,126.0,0.5914772918913513,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query23,23,1,1,1,0.0,1.0,0.0,0.3333333333333333,139.0,0.7845551671925932,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query24,24,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.6532107079401612,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query25,25,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.6076249168254435,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query26,26,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.8231546250171959,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query27,27,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.5659924170468003,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query28,28,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.890837375074625,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query29,29,1,1,1,0.0,1.0,0.0,0.3333333333333333,136.0,0.5713608330115676,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query30,30,1,1,1,0.0,1.0,0.0,0.3333333333333333,129.0,0.820577000034973,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q3,q3,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query31,31,1,1,1,0.6666666666666666,1.0,0.0,0.5555555555555555,240.0,0.9364879589993507,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query32,32,1,4,2,1.0,0.5,0.0,0.5,226.0,1.1995632080361247,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query33,33,1,4,1,0.6666666666666666,0.25,0.0,0.3055555555555555,241.0,1.0950594579335302,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query34,34,1,1,1,0.8,1.0,0.0,0.6,198.0,0.7458359580487013,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query35,35,1,1,1,0.8,1.0,0.0,0.6,195.0,0.97948162490502,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query36,36,1,1,1,0.6666666666666666,1.0,0.0,0.5555555555555555,210.0,1.0819582499098033,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query37,37,1,1,1,1.0,1.0,0.0,0.6666666666666666,199.0,1.0438536670990288,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query38,38,1,1,1,1.0,1.0,0.0,0.6666666666666666,200.0,0.7430471659172326,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query39,39,1,1,1,1.0,1.0,0.0,0.6666666666666666,196.0,0.8168604590464383,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query40,40,1,1,1,0.6666666666666666,1.0,0.0,0.5555555555555555,244.0,1.377331041963771,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q4,q4,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query41,41,1,3,6,0.6,0.5,0.0,0.3666666666666667,255.0,1.7037232918664813,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query42,42,1,5,5,0.7058823529411765,1.0,0.2,0.6352941176470589,236.0,1.55467625008896,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query43,43,1,5,5,0.6666666666666667,1.0,0.0,0.5555555555555556,237.0,1.5279048748780042,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query44,44,1,11,11,0.8571428571428571,1.0,0.09090909090909091,0.6493506493506493,345.0,2.355545667000115,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query45,45,1,10,11,0.8488745980707394,0.9090909090909091,0.1,0.6193218357205496,345.0,3.6994267920963466,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query46,46,1,11,11,0.8571428571428571,1.0,0.2727272727272727,0.70995670995671,345.0,1.6919634591322392,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query47,47,1,11,11,0.8571428571428571,1.0,0.09090909090909091,0.6493506493506493,345.0,2.1590558330062777,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query48,48,1,11,11,0.7857142857142856,1.0,0.0,0.5952380952380952,345.0,1.9245185828767717,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query49,49,1,11,11,0.8571428571428571,1.0,0.09090909090909091,0.6493506493506493,345.0,2.596128915902227,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query50,50,1,11,11,0.7857142857142857,1.0,0.0,0.5952380952380952,345.0,1.758110333001241,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_7,7,q5,q5,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_7/nobel_prizes
query1,1,1,1,1,1.0,1.0,1.0,1.0,156.0,1.229340124875307,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_8,8,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_8/nobel_prizes
query2,2,1,1,1,1.0,1.0,1.0,1.0,158.0,0.6447750418446958,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_8,8,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_8/nobel_prizes
query3,3,1,2,2,1.0,1.0,1.0,1.0,178.0,1.0710929171182215,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_8,8,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_8/nobel_prizes
query4,4,1,1,1,1.0,1.0,1.0,1.0,160.0,0.7454625410027802,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_8,8,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_8/nobel_prizes
query5,5,1,1,1,1.0,1.0,1.0,1.0,158.0,1.0847571659833193,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_8,8,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_8/nobel_prizes
query6,6,1,1,1,1.0,1.0,1.0,1.0,157.0,0.576488375198096,nobel_prizes,azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825,GPT-4o-mini,nl,NL,run_8,8,q1,q1,RUNS_NOBEL_ALIASFIX/azure-gpt-4o-mini-ALLMODES-tau0.6-20260506_231825/nl/run_8/nobel_prizes
